editorial_key,highlight_key,title,editor,topic,ref,doi
/content/358/6360/twil,/sci/358/6360/184.3.full.html,Blood test for early-stage cancer,Priscilla N. Kelly,Cancer,N. Engl. J. Med. 10.1056/NEJMoa1701717 (2017),10.1056/NEJMoa1701717
/content/358/6360/twil,/sci/358/6360/184.4.full.html,Not missing the origins of lncRNAs,Laura M. Zahn,Evolutionary Genomics,"Genome Biol. 18, 62 (2017)",NA
/content/358/6360/twil,/sci/358/6360/184.5.full.html,"More undergraduates, more publications",Melissa McCartney,Education,CBE Life Sci. Educ. 10.1187/cbe.16-11-0326 (2017),10.1187/cbe.16-11-0326
/content/358/6360/twil,/sci/358/6360/184.6.full.html,Subtleties of growing iron sulfides,Marc S. Lavine,Nanomaterials,Chem. Mater. 10.1021/acs.chemmater.7b03550 (2017),10.1021/acs.chemmater.7b03550
/content/358/6360/twil,/sci/358/6360/184.7.full.html,Aqueous azobenzene switching,Phil Szuromi,Photoswitches,J. Am. Chem. Soc. 10.1021/jacs.7b06471 (2017),10.1021/jacs.7b06471
/content/358/6361/twil,/sci/358/6361/317.1.full.html,A hammer is a hammer is a hammer,Gilbert Chin,Cognitive Science,Cognition 10.1016/j.cognition.2017.09.008 (2017),10.1016/j.cognition.2017.09.008
/content/358/6361/twil,/sci/358/6361/317.2.full.html,Small groups influence large networks,Peter Stern,Epilepsy,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1702490114 (2017),10.1073/pnas.1702490114
/content/358/6361/twil,/sci/358/6361/317.3.full.html,PolyQ caught in the act?,Stella M. Hurtley,Cell Biology,"Cell 171, 179 (2017)",NA
/content/358/6361/twil,/sci/358/6361/317.4.full.html,Sorting out submarine canyons,Brent Grocholski,Marine Geology,Geophys. Res. Lett. 10.1002/2017GL075139 (2017),10.1002/2017GL075139
/content/358/6361/twil,/sci/358/6361/317.5.full.html,Causal interactions in dynamical systems,Peter Stern,Nonlinear Systems,"Phys. Rev. Lett. 119, 098301 (2017)",NA
/content/358/6361/twil,/sci/358/6361/317.6.full.html,Notch signaling schools thymic DCs,Seth Thomas Scanlon,Immunology,J. Exp. Med. 10.1084/jem.20161564 (2017),10.1084/jem.20161564
/content/358/6361/twil,/sci/358/6361/317.7.full.html,The internet and political polarization,Barbara R. Jasny,Political Science,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1706588114 (2017),10.1073/pnas.1706588114
/content/358/6362/twil,/sci/358/6362/494.1.full.html,Temperate forest dynamics and climate,Andrew M. Sugden,Forest Ecology,Ecol. Monogr. 10.1002/ecm.1272 (2017),10.1002/ecm.1272
/content/358/6362/twil,/sci/358/6362/494.2.full.html,Inflammation and cardiac reprogramming,Beverly A. Purnell,Reprogramming,Genes Dev. 10.1101/gad.305482.117 (2017),10.1101/gad.305482.117
/content/358/6362/twil,/sci/358/6362/494.3.full.html,Drone technology for whale health,Caroline Ash,Microbiota,mSystems 10.1128/mSystems.00119-17 (2017),10.1128/mSystems.00119-17
/content/358/6362/twil,/sci/358/6362/494.4.full.html,Coupling up for enhanced reactions,Ian S. Osborne,Photochemistry,"Phys. Rev. Lett. 119, 136001 (2017)",NA
/content/358/6362/twil,/sci/358/6362/494.5.full.html,Figuring the shape of the electron,Jelena Stajic,Physics,"Phys. Rev. Lett. 119, 153001 (2017)",NA
/content/358/6362/twil,/sci/358/6362/494.6.full.html,A bump in the high road,H. Jesse Smith,Aviation,Geophys. Res. Lett. 10.1002/2017GL074618 (2017),10.1002/2017GL074618
/content/358/6362/twil,/sci/358/6362/494.7.full.html,Mobile elements' joyride,Steve Mao,Molecular Biology,Curr. Biol. 10.1016/j.cub.2017.08.036 (2017),10.1016/j.cub.2017.08.036
/content/358/6363/twil,/sci/358/6363/605.1.full.html,An olive branch for sequencing,Laura M. Zahn,Plant Genomics,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1708621114 (2017),10.1073/pnas.1708621114
/content/358/6363/twil,/sci/358/6363/605.2.full.html,Soaking up tumor suppression,Gemma Alderton,Cancer Biology,Nat. Cell Biol. 10.1038/ncb3623 (2017),10.1038/ncb3623
/content/358/6363/twil,/sci/358/6363/605.3.full.html,Growing pressure sensors from bacteria,L. Bryan Ray,Synthetic Biology,Nat. Biotechnol. 10.1038/nbt.3978 (2017),10.1038/nbt.3978
/content/358/6363/twil,/sci/358/6363/605.4.full.html,They can smell your fear,Sacha Vignieri,Evolutionary Cognition,Anim. Cogn. 10.1007/s10071-017-1139-x (2017),10.1007/s10071-017-1139-x
/content/358/6363/twil,/sci/358/6363/605.5.full.html,Watching SAM flip the switch,Michael A. Funk,Rna Folding,Nat. Chem. Biol. 10.1038/nchembio.2476 (2017),10.1038/nchembio.2476
/content/358/6363/twil,/sci/358/6363/605.6.full.html,Charging through the looking glass,Jake Yeston,Chirality,J. Am. Chem. Soc. 10.1021/jacs.7b09176 (2017),10.1021/jacs.7b09176
/content/358/6363/twil,/sci/358/6363/605.7.full.html,Elliptical galaxies spinning on end,Keith T. Smith,Galaxy Structure,"Astron. Astrophys. 606, A62 (2017)",NA
/content/358/6364/twil,/sci/358/6364/759.1.full.html,Controlling cellular calcium concentration,Peter Stern,Neuroscience,Neuron 10.1016/j.neuron.2017.09.038 (2017),10.1016/j.neuron.2017.09.038
/content/358/6364/twil,/sci/358/6364/759.2.full.html,A drug that fights both heart attack and cancer,Priscilla N. Kelly,Clinical Trials,N. Engl. J. Med. 10.1056/NEJMoa1707914 (2017),10.1056/NEJMoa1707914
/content/358/6364/twil,/sci/358/6364/759.2.full.html,A drug that fights both heart attack and cancer,Priscilla N. Kelly,Clinical Trials,Lancet 10.1016/S01406736(17)32247-X (2017),10.1016/S01406736(17)32247-X
/content/358/6364/twil,/sci/358/6364/759.3.full.html,Jail or bail? Machines versus judges,Brad Wible,Machine Learnings,Quart. J. Econ. 10.1093/qje/qjx032 (2017),10.1093/qje/qjx032
/content/358/6364/twil,/sci/358/6364/759.4.full.html,Modeling human tumors—an imperfect art,Paula A. Kiberstis,Cancer,Nat. Genet. 10.1038/ng.3967 (2017),10.1038/ng.3967
/content/358/6364/twil,/sci/358/6364/759.5.full.html,Not all STEM teachers work in a classroom,Melissa McCartney,Workforce,"J. Coll. Sci. Teach. 47, 24 (2017)",NA
/content/358/6364/twil,/sci/358/6364/759.6.full.html,Astrocytes regulating synaptogenesis,Pamela J. Hines,Neurodevelopment,"Neuron 96, 428–445 (2017)",NA
/content/358/6364/twil,/sci/358/6364/759.7.full.html,Healing powers of dressing well,Marc S. Lavine,Biomaterials,ACS Appl. Mater. Interfaces 10.1021/acsami.7b12212 (2017),10.1021/acsami.7b12212
/content/358/6365/twil,/sci/358/6365/883.1.full.html,Etching silicon nanotubes,Phil Szuromi,Nanomaterials,ACS Nano 10.1021/acsnano.7b05472 (2017),10.1021/acsnano.7b05472
/content/358/6365/twil,/sci/358/6365/883.2.full.html,What brings PRC2 to chromatin?,Steve Mao,Molecular Biology,"Nat. Struct. Mol. Biol. 10.1038/nsmb.3488, 10.1038/nsmb.3487 (2017)",10.1038/nsmb.3488
/content/358/6365/twil,/sci/358/6365/883.3.full.html,Be honest,Sacha Vignieri,Social Signals,Evol. Lett. 10.1002/evl3.24 (2017),10.1002/evl3.24
/content/358/6365/twil,/sci/358/6365/883.4.full.html,Unusual macrophages contribute to obesity,Seth Thomas Scanlon,Immunometabolism,Nat. Med. 10.1038/nm.4422 (2017),10.1038/nm.4422
/content/358/6365/twil,/sci/358/6365/883.5.full.html,Mitochondria help in dead cell clearance,Stella M. Hurtley,Cell Biology,Cell 10.1016/j.cell.2017.08.041 (2017),10.1016/j.cell.2017.08.041
/content/358/6365/twil,/sci/358/6365/883.6.full.html,Brush with care,Julia Fahrenkamp-Uppenbrink,Antimicrobials,Environ. Sci. Technol. 10.1021/acs.est.7b02839 (2017),10.1021/acs.est.7b02839
/content/358/6365/twil,/sci/358/6365/883.7.full.html,Bombardment-driven early tectonics,Brent Grocholski,Geophysics,Nat. Geosci. 10.1038/NGEO3029 (2017),10.1038/NGEO3029
/content/358/6366/twil,/sci/358/6366/1016.1.full.html,Prickly problems of cacti phylogeny,Laura M. Zahn,Cactus Genomics,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1706367114 (2017),10.1073/pnas.1706367114
/content/358/6366/twil,/sci/358/6366/1016.2.full.html,Rescuing remyelination,Lisa D. Chong,Neuroscience,"Neuron 96, 1 (2017)",NA
/content/358/6366/twil,/sci/358/6366/1016.3.full.html,Determining the twist of structured light,Ian S. Osborne,Optics,"Optica 4, 1350 (2017)",NA
/content/358/6366/twil,/sci/358/6366/1016.4.full.html,Coactivator starts and stalls,Beverly A. Purnell,Transcription,Mol. Cell 10.1016/j.molcel.2017.09.031 (2017),10.1016/j.molcel.2017.09.031
/content/358/6366/twil,/sci/358/6366/1016.5.full.html,Getting help from Mother Nature,H. Jesse Smith,Climate Change,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1710465114 (2017),10.1073/pnas.1710465114
/content/358/6366/twil,/sci/358/6366/1016.6.full.html,Mosquito symbiont malaria defense,Caroline Ash,Mosquito Biology,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1716181114 (2017),10.1073/pnas.1716181114
/content/358/6366/twil,/sci/358/6366/1016.7.full.html,High-symmetry silver,Jake Yeston,Inorganic Chemistry,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1711972114 (2017),10.1073/pnas.1711972114
/content/358/6367/twil,/sci/358/6367/1144.1.full.html,Coping with invasion and warming,Andrew M. Sugden,Plant Ecology,"J. Ecol. 105, 1698 (2017)",NA
/content/358/6367/twil,/sci/358/6367/1144.2.full.html,An enzymatic route to alkenes,Michael A. Funk,Enzymes,"Biochemistry 56, 5278 (2017)",NA
/content/358/6367/twil,/sci/358/6367/1144.3.full.html,Putting an old law to the test,Jelena Stajic,Quantum Gases,"Phys. Rev. Lett. 119, 190404 (2017)",NA
/content/358/6367/twil,/sci/358/6367/1144.4.full.html,Designed to stand the heat,Valda Vinson,Protein Design,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1708907114 (2017),10.1073/pnas.1708907114
/content/358/6367/twil,/sci/358/6367/1144.5.full.html,Seeing microlensing from multiple angles,Keith T. Smith,Gravitational Lensing,"Astrophys. J. 849, L31 (2017)",NA
/content/358/6367/twil,/sci/358/6367/1144.6.full.html,Surviving heart attack inflammation,Gemma Alderton,Therapy,Nat. Med. 10.1038/nm.4428 (2017),10.1038/nm.4428
/content/358/6367/twil,/sci/358/6367/1144.7.full.html,Signaling an extended health span,L. Bryan Ray,Aging,Nature 10.1038/nature24463 (2017),10.1038/nature24463
/content/358/6368/twil,/sci/358/6368/1267.1.full.html,Skin stem cells regenerate a human epidermis,Priscilla N. Kelly,Stem Cells,Nature 10.1038/nature24487 (2017),10.1038/nature24487
/content/358/6368/twil,/sci/358/6368/1267.2.full.html,Multifactorial response to drought,Pamela J. Hines,Plant Science,PLOS Gen. 10.1371/journal.pgen.1007076 (2017),10.1371/journal.pgen.1007076
/content/358/6368/twil,/sci/358/6368/1267.3.full.html,The health hazards of fiber intake,Paula A. Kiberstis,Cancer,"Curr. Biol. 27, 3302 (2017)",NA
/content/358/6368/twil,/sci/358/6368/1267.4.full.html,Downplaying versus embracing differences,Melissa McCartney,Diversity,J. Divers. High. Educ. 10.1037/dhe0000026 (2017),10.1037/dhe0000026
/content/358/6368/twil,/sci/358/6368/1267.5.full.html,The metabolic needs of migrating Tregs,Seth Thomas Scanlon,Immunology,"Immunity 47, 875–889 (2017)",NA
/content/358/6368/twil,/sci/358/6368/1267.6.full.html,Softly getting a grip,Marc S. Lavine,Robotics,Soft Robot. 10.1089/soro.2016.0066 (2017),10.1089/soro.2016.0066
/content/358/6368/twil,/sci/358/6368/1267.7.full.html,Pulling versus heating,Phil Szuromi,Mechanochemistry,J. Am. Chem. Soc. 10.1021/jacs.7b08895 (2017),10.1021/jacs.7b08895
/content/358/6369/twil,/sci/358/6369/1398.1.full.html,Too much alike to be receptive,Sacha Vignieri,Mate Choice,Proc. R. Soc. B 10.1098/rspb.2017.1824 (2017),10.1098/rspb.2017.1824
/content/358/6369/twil,/sci/358/6369/1398.2.full.html,Mechano-induced mitochondrial fission,Stella M. Hurtley,Cell Biology,"eLife 6, e30292 (2017)",NA
/content/358/6369/twil,/sci/358/6369/1398.3.full.html,Editing genomes without breaks,Steve Mao,Biotechnology,Cell 10.1016/j.cell.2017.10.034 (2017),10.1016/j.cell.2017.10.034
/content/358/6369/twil,/sci/358/6369/1398.4.full.html,It just takes one “like”,Barbara R. Jasny,Social Science,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1710966114 (2017),10.1073/pnas.1710966114
/content/358/6369/twil,/sci/358/6369/1398.5.full.html,Trehalose confers superpowers,Caroline Ash,Microbiology,Environ. Microbiol. 10.1111/1462-2920.13987 (2017),10.1111/1462-2920.13987
/content/358/6369/twil,/sci/358/6369/1398.6.full.html,When intuition overrides reason,Gilbert Chin,Psychology,Psychol. Sci. 10.1177/0956797617723377 (2017),10.1177/0956797617723377
/content/358/6369/twil,/sci/358/6369/1398.7.full.html,Fiber-optic earthquake detection,Brent Grocholski,Seismology,Geophys. Res. Lett. 10.1002/2017GL075722 (2017),10.1002/2017GL075722
/content/358/6370/twil,/sci/358/6370/1552.1.full.html,Choosing to amplify,Sacha Vignieri,Sexual Signaling,eLife 10.7554/eLife.32763 (2017),10.7554/eLife.32763
/content/358/6370/twil,/sci/358/6370/1552.2.full.html,Aiding and abetting Staphylococcus aureus,Caroline Ash,Infection,PLOS Biol. 10.1371/journal.pbio.2003981 (2017),10.1371/journal.pbio.2003981
/content/358/6370/twil,/sci/358/6370/1552.3.full.html,Cell mechanics indicate cell fate,Beverly A. Purnell,Cell Reprogramming,Development 10.1242/dev.155218 (2017),10.1242/dev.155218
/content/358/6370/twil,/sci/358/6370/1552.4.full.html,Optimizing optical antennae,Ian S. Osborne,Optics,"Phys. Rev. Lett. 119, 217401 (2017)",NA
/content/358/6370/twil,/sci/358/6370/1552.5.full.html,Melting around the margins,H. Jesse Smith,Ice Sheets,Nat. Geosci. 10.1038/s41561-017-0018-z (2017),10.1038/s41561-017-0018-z
/content/358/6370/twil,/sci/358/6370/1552.6.full.html,Reversing a regime shift (or not),Andrew M. Sugden,Marine Conservation,J. Ecol. 10.1111/1365-2745.12875 (2017),10.1111/1365-2745.12875
/content/358/6370/twil,/sci/358/6370/1552.7.full.html,Probing an excitonic insulator,Jelena Stajic,Physics,Nat. Commun. 10.1038/s41467-017-01988-1 (2017),10.1038/s41467-017-01988-1
/content/359/6371/twil,/sci/359/6371/44.1.full.html,Single-cell sequencing of malarial genomes,Laura M. Zahn,Parasite Genomics,Genome Biol. Evol. 10.1093/gbe/evx256 (2017),10.1093/gbe/evx256
/content/359/6371/twil,/sci/359/6371/44.2.full.html,Unconventional thyroid hormone signals,L. Bryan Ray,Signal Transduction,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1706801115 (2017),10.1073/pnas.1706801115
/content/359/6371/twil,/sci/359/6371/44.3.full.html,Guiding an enzyme all around a ring,Jake Yeston,Biocatalysis,ACS Cent. Sci. 10.1021/acscentsci.7b00450 (2017),10.1021/acscentsci.7b00450
/content/359/6371/twil,/sci/359/6371/44.4.full.html,An object from beyond the solar system,Keith T. Smith,Minor Planets,Nature 10.1038/nature25020 (2017),10.1038/nature25020
/content/359/6371/twil,/sci/359/6371/44.5.full.html,Eats leaves and grooms,Caroline Ash,Microbiota,"Proc. R. Soc. B 284, 20172274 (2017)",NA
/content/359/6371/twil,/sci/359/6371/44.6.full.html,Cytoplasmic transfer to tumor cells,Gemma Alderton,Biology,"Dev. Cell 43, 549 (2017)",NA
/content/359/6371/twil,/sci/359/6371/44.7.full.html,Ribosomes ignore the stop sign,Michael A. Funk,Translation,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1715501114 (2017),10.1073/pnas.1715501114
/content/359/6372/twil,/sci/359/6372/173.1.full.html,Seeing the real thing,Stella M. Hurtley,Cell Biology,eLife 10.7554/eLife.32493 (2017),10.7554/eLife.32493
/content/359/6372/twil,/sci/359/6372/173.2.full.html,A death knell for relapsed leukemia?,Paula A. Kiberstis,Cancer,"Cancer Cell 32, 748 (2017)",NA
/content/359/6372/twil,/sci/359/6372/173.3.full.html,Multiple strategies needed to improve agricultural productivity,Pamela J. Hines,Agriculture,Nat. Comm. 10.1038/s41467-017-01410-w (2017),10.1038/s41467-017-01410-w
/content/359/6372/twil,/sci/359/6372/173.4.full.html,"Labs, lectures, and gender differences",Melissa McCartney,Education,AERA Open 10.1177/2332858417743754 (2017),10.1177/2332858417743754
/content/359/6372/twil,/sci/359/6372/173.5.full.html,CRISPR corrects deafness in mice,Priscilla N. Kelly,Gene Therapy,Nature 10.1038/nature25164 (2017),10.1038/nature25164
/content/359/6372/twil,/sci/359/6372/173.6.full.html,Make no bones about titanium,Marc S. Lavine,Biomaterials,Adv. Mater. 10.1002/adma.201703608 (2017),10.1002/adma.201703608
/content/359/6372/twil,/sci/359/6372/173.7.full.html,Shifting zwitterion reactivity,Phil Szuromi,Framework Catalysis,J. Am. Chem. Soc. 10.1021/jacs.7b10928 (2017),10.1021/jacs.7b10928
/content/359/6373/twil,/sci/359/6373/286.1.full.html,How hunting affects brown bear populations,Julia Fahrenkamp-Uppenbrink,Conservation,"Nat. Ecol. Evol. 2, 116 (2018)",NA
/content/359/6373/twil,/sci/359/6373/286.2.full.html,Going dry in the Pacific Northwest,Brent Grocholski,Geophysics,"Nat. Geosci. 10, 864–870 (2017)",NA
/content/359/6373/twil,/sci/359/6373/286.3.full.html,Time-out for mRNAs in the nucleus,Steve Mao,Molecular Biology,Mol. Cell. 10.1016/j.molcel.2017.11.008 (2017),10.1016/j.molcel.2017.11.008
/content/359/6373/twil,/sci/359/6373/286.4.full.html,Serious damage by soluble tau,Peter Stern,Neuroscience,Transl. Psych. 10.1038/s41398-017-0013-6 (2017),10.1038/s41398-017-0013-6
/content/359/6373/twil,/sci/359/6373/286.5.full.html,Lighting up riboswitching,Valda Vinson,Rna Folding,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1712983115 (2017),10.1073/pnas.1712983115
/content/359/6373/twil,/sci/359/6373/286.6.full.html,The value of scaffolds,Pamela J. Hines,Brain Development,"Cell Rep. 22, 96 (2018)",NA
/content/359/6373/twil,/sci/359/6373/286.7.full.html,Social skills to pay the bills,Brad Wible,Science Careers,"Quart. J. Econ. 132, 1593 (2017)",NA
/content/359/6374/twil,/sci/359/6374/408.1.full.html,Certification of oil palm production,Andrew M. Sugden,Tropical Deforestation,"Proc. Natl. Acad. Sci. U.S.A. 115, 121 (2018)",NA
/content/359/6374/twil,/sci/359/6374/408.2.full.html,Reviving a quantum spin chain,Jelena Stajic,Physics,"Phys. Rev. X 7, 041063 (2017)",NA
/content/359/6374/twil,/sci/359/6374/408.3.full.html,Reawakening your X,Lisa D. Chong,Chromosome Activation,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1715124115 (2018),10.1073/pnas.1715124115
/content/359/6374/twil,/sci/359/6374/408.4.full.html,Regulation through the core,Beverly A. Purnell,Gene Regulation,eLife 10.7554/eLife.29005 (2017),10.7554/eLife.29005
/content/359/6374/twil,/sci/359/6374/408.5.full.html,Clocking the dynamics of effective mass,Ian S. Osborne,Ultrafast Optics,"Optica 4, 1492 (2017)",NA
/content/359/6374/twil,/sci/359/6374/408.6.full.html,Guiding forces,Sacha Vignieri,Animal Migration,Front. Mar. Sci. 10.3389/fmars.2017.00422 (2017),10.3389/fmars.2017.00422
/content/359/6374/twil,/sci/359/6374/408.7.full.html,Boron sneaks polarity into polystyrene,Jake Yeston,Polymer Chemistry,Angew. Chem. Int. Ed. 10.1002/anie.201711650 (2018),10.1002/anie.201711650
/content/359/6375/twil,/sci/359/6375/531.1.full.html,Targeting the demise of male mitochondria,L. Bryan Ray,Cell Biology,Nat. Cell Biol. 10.1038/s41556-017-0008-9 (2018),10.1038/s41556-017-0008-9
/content/359/6375/twil,/sci/359/6375/531.2.full.html,High caloric intake induces inflammation,Gemma Alderton,Immunology,"Cell 172, 162 (2018)",NA
/content/359/6375/twil,/sci/359/6375/531.3.full.html,Shear by the centimeter,H. Jesse Smith,Ocean Physics,Geophys. Res. Lett. 10.1002/2017GL075891 (2017),10.1002/2017GL075891
/content/359/6375/twil,/sci/359/6375/531.4.full.html,Using phylogeny to test evolution,Laura M. Zahn,Comparative Genomics,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1707515115 (2018),10.1073/pnas.1707515115
/content/359/6375/twil,/sci/359/6375/531.5.full.html,Many stars don't form in clusters,Keith T. Smith,Star Formation,Mon. Not. R. Astron. Soc. 10.1093/mnras/sty117 (2018),10.1093/mnras/sty117
/content/359/6375/twil,/sci/359/6375/531.6.full.html,Recycling antibiotic sensitivity,Caroline Ash,Antibiotics,Cell 10.1016/j.cell.2017.12.012 (2018),10.1016/j.cell.2017.12.012
/content/359/6375/twil,/sci/359/6375/531.7.full.html,Cutting up in the deep,Michael A. Funk,Microbiology,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1708779115 (2018),10.1073/pnas.1708779115
/content/359/6376/twil,/sci/359/6376/649.1.full.html,Scalable h-BN sheets,Phil Szuromi,Nanomaterials,Nano Lett. 10.1021/acs.nanolett.7b04752 (2018),10.1021/acs.nanolett.7b04752
/content/359/6376/twil,/sci/359/6376/649.2.full.html,Migration without a nucleus,Stella M. Hurtley,Cell Biology,J. Cell Biol. 10.1083/jcb.201706097 (2018),10.1083/jcb.201706097
/content/359/6376/twil,/sci/359/6376/649.3.full.html,Unfocused eyes in the stars,Caroline Ash,Photoreception,"Proc. R. Soc. B 285, 20172590 (2018)",NA
/content/359/6376/twil,/sci/359/6376/649.4.full.html,COPD risk: Clues from the tree branches,Paula A. Kiberstis,Lung Disease,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1715564115 (2018),10.1073/pnas.1715564115
/content/359/6376/twil,/sci/359/6376/649.5.full.html,Chemistry assessments go 3D,Melissa McCartney,Education,J. Chem. Educ. 10.1021/acs.jchemed.7b00645 (2017),10.1021/acs.jchemed.7b00645
/content/359/6376/twil,/sci/359/6376/649.6.full.html,Monocytes may shed light on melanoma therapy,Priscilla N. Kelly,Immunotherapy,Nat. Med. 10.1038/nm.4466 (2018),10.1038/nm.4466
/content/359/6376/twil,/sci/359/6376/649.7.full.html,Synergistic approach to localized delivery,Marc S. Lavine,Drug Delivery,Small 10.1002/smll.201703108 (2018),10.1002/smll.201703108
/content/359/6377/twil,/sci/359/6377/757.1.full.html,A world at war on science,Brad Wible,Collateral Damage,Quart. J. Econ. 10.1093/qje/qjx046 (2018),10.1093/qje/qjx046
/content/359/6377/twil,/sci/359/6377/757.2.full.html,Innate receptor sees cancer growth factor,Seth Thomas Scanlon,Immunology,Cell 10.1016/j.cell.2017.11.037 (2018),10.1016/j.cell.2017.11.037
/content/359/6377/twil,/sci/359/6377/757.3.full.html,Around the world in 170 million years,Sacha Vignieri,Paleontology,Nat. Ecol. Evol. 10.1038/s41559-017-0454-6 (2018),10.1038/s41559-017-0454-6
/content/359/6377/twil,/sci/359/6377/757.4.full.html,Hot mantle rushes in to fill the void,Brent Grocholski,Geophysics,Nat. Geosci. 10.1038/s41561-017-0035-y (2018),10.1038/s41561-017-0035-y
/content/359/6377/twil,/sci/359/6377/757.5.full.html,Checks and balances at a cellular level,Valda Vinson,Tissue Homeostasis,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1714377115 (2018),10.1073/pnas.1714377115
/content/359/6377/twil,/sci/359/6377/757.6.full.html,Cities feel the heat of climate change,Julia Fahrenkamp-Uppenbrink,Climate Change,Earth's Future 10.1002/2017EF000709 (2018),10.1002/2017EF000709
/content/359/6377/twil,/sci/359/6377/757.7.full.html,Retrotransposons acting as lightning rods,Steve Mao,Molecular Biology,Cell Res. 10.1038/cr.2018.8 (2018),10.1038/cr.2018.8
/content/359/6378/twil,/sci/359/6378/881.1.full.html,Quantum-secure satellite communication,Ian S. Osborne,Quantum Optics,"Phys. Rev. Lett. 120, 030501 (2018)",NA
/content/359/6378/twil,/sci/359/6378/881.2.full.html,Cholesterol and stem cell proliferation,Beverly A. Purnell,Stem Cells,Cell Stem Cell 10.1016/j.stem.2017.12.017 (2018),10.1016/j.stem.2017.12.017
/content/359/6378/twil,/sci/359/6378/881.3.full.html,Different responses to climate change in mountain plants,Andrew M. Sugden,Biogeography,Proc. Natl Acad. Sci. 10.1073/pnas.1713936115 (2018),10.1073/pnas.1713936115
/content/359/6378/twil,/sci/359/6378/881.4.full.html,How endothelial cells change identity,Paula A. Kiberstis,Biomedicine,"Mol. Cell 69, 689 (2018)",NA
/content/359/6378/twil,/sci/359/6378/881.5.full.html,Tackling the mechanisms behind depression,Peter Stern,Neuroscience,Nature 10.1038/nature25509 (2018),10.1038/nature25509
/content/359/6378/twil,/sci/359/6378/881.6.full.html,A stringy magnet,Jelena Stajic,Physics,"Nature 554, 219 (2018)",NA
/content/359/6378/twil,/sci/359/6378/881.7.full.html,The shape of things to come,H. Jesse Smith,Climate Change,Geophys. Res. Lett. 10.1002/2018GL077253 (2018),10.1002/2018GL077253
/content/359/6379/twil,/sci/359/6379/1005.1.full.html,Ablaze in Pleistocene Italy,Caroline Ash,Anthropology,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1716068115 (2018),10.1073/pnas.1716068115
/content/359/6379/twil,/sci/359/6379/1005.2.full.html,Commensals direct wound healing,Seth Thomas Scanlon,Immunology,Cell 10.1016/j.cell.2017.12.033 (2018),10.1016/j.cell.2017.12.033
/content/359/6379/twil,/sci/359/6379/1005.3.full.html,Why don't astronomers publish observations?,Keith T. Smith,Astronomy,"Messenger 170, 51 (2017)",NA
/content/359/6379/twil,/sci/359/6379/1005.4.full.html,Context for immune responses,Laura M. Zahn,Immunogenetics,Nat. Genet. 10.1038/s41588-018-0046-7 (2018),10.1038/s41588-018-0046-7
/content/359/6379/twil,/sci/359/6379/1005.5.full.html,Regulated tether controls asymmetric cell fate,Pamela J. Hines,Neurodevelopment,"eLife 7, e29939 (2018)",NA
/content/359/6379/twil,/sci/359/6379/1005.6.full.html,A fitting way to finish,Michael A. Funk,Biosynthesis,J. Biol. Chem. 10.1074/jbc.RA117.000830 (2018),10.1074/jbc.RA117.000830
/content/359/6379/twil,/sci/359/6379/1005.7.full.html,F caught in a bridge,Jake Yeston,Fluorine Chemistry,"Angew. Chem. Int. Ed. 57, 1924 (2018)",NA
/content/359/6380/twil,/sci/359/6380/1115.1.full.html,Gumming up the works,Stella M. Hurtley,Proteostasis,"Cell 172, 696 (2018)",NA
/content/359/6380/twil,/sci/359/6380/1115.2.full.html,Speed representation in the brain,Peter Stern,Neuroscience,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1720855115 (2018),10.1073/pnas.1720855115
/content/359/6380/twil,/sci/359/6380/1115.3.full.html,A simple theory for simple glass,Brent Grocholski,Glass Transition,Nat. Commun. 10.1038/s41467-017-02324-3 (2018),10.1038/s41467-017-02324-3
/content/359/6380/twil,/sci/359/6380/1115.4.full.html,Protein kinase signaling without phosphorylation,L. Bryan Ray,Signal Transduction,Mol. Cell 10.1016/j.molcel.2018.01.016 (2018),10.1016/j.molcel.2018.01.016
/content/359/6380/twil,/sci/359/6380/1115.5.full.html,A solid electrolyte,Marc S. Lavine,Batteries,Chem. Mater. 10.1021/acs.chemmater.7b03736 (2018),10.1021/acs.chemmater.7b03736
