article_key,title,topic,citation,doi
/articles/d41586-020-00313-z,The mammals that most freely share dangerous microbes with humans,Infection,Proc. R. Soc. B (2020),https://doi.org/10.1098/rspb.2019.2882
/articles/d41586-020-00263-6,Cuba’s rivers run clean after decades of sustainable farming,Hydrology,GSA Today (2020),https://doi.org/10.1130/GSATG419A.1
/articles/d41586-020-00349-1,Why oranges from afar can have a modest carbon footprint,Environmental sciences,Environ. Res. Lett. (2020),https://doi.org/10.1088/1748-9326/ab6c2f
/articles/d41586-020-00211-4,Fishing for fun takes a massive bite out of marine life,Conservation biology,Front. Mar. Sci. (2020),https://doi.org/10.3389/fmars.2020.00012
/articles/d41586-020-00189-z,Rubber ‘leaves’ reveal the physics of the floating lotus,Biophysics,Phys. Rev. Lett. (2020),https://doi.org/10.1103/PhysRevLett.124.038003
/articles/d41586-020-00234-x,An attack on stomach bacteria cuts the risk of one of the deadliest cancers,Cancer,N. Engl. J. Med. (2020),https://doi.org/10.1056/NEJMoa1909666
/articles/d41586-020-00218-x,Young-onset Parkinson’s disease could take root at birth,Neurodegeneration,Nature Med. (2020),https://doi.org/10.1038/s41591-019-0739-1
/articles/d41586-020-00184-4,Unwanted import: Canadian air pollution invades New York ,Atmospheric science,Atmos. Chem. Phys. (2020),https://doi.org/10.5194/acp-20-671-2020
/articles/d41586-020-00183-5,"Neanderthals made epic trek from Europe to Siberia 60,000 years ago",Archaeology,Proc. Natl Acad. Sci. USA (2020),https://doi.org/10.1073/pnas.1918047117
/articles/d41586-020-00217-y,Manufacturing microbes tweaked to live long and prosper,Chemistry,Nature Catal. (2020),https://doi.org/10.1038/s41929-019-0411-7
/articles/d41586-020-00145-x,The Australian outback hosts the world’s oldest meteorite crater ,Geology,Nature Commun. (2020),https://doi.org/10.1038/s41467-019-13985-7
/articles/d41586-020-00121-5,Nuclear-bomb carbon unmasks fraudulent luxury whisky ,Chemistry,Radiocarbon (2020),https://doi.org/10.1017/RDC.2019.153
/articles/d41586-020-00174-6,Organoids show the brain’s cognitive centre taking shape,Neuroscience,Science (2020),https://doi.org/10.1126/science.aay1645
/articles/d41586-020-00118-0,A bone bed reveals mass death of herd of giant ground sloths ,Palaeontology,Palaeogeogr. Palaeoclimatol. Palaeoecol. (2020),https://doi.org/10.1016/j.palaeo.2020.109599
/articles/d41586-020-00162-w,Vitrified brains and baked bones tell the story of Vesuvius deaths ,Archaeology,N. Engl. J. Med. (2020),https://doi.org/10.1056/NEJMc1909867
/articles/d41586-020-00126-0,"After Colombia’s civil war ended, so did ‘gunpoint conservation’ ",Conservation biology,Environ. Res. Lett. (2020),https://doi.org/10.1088/1748-9326/ab6ae3
/articles/d41586-020-00163-9,Glacial quakes reveal huge chunks falling off Antarctic ice mass,Climate sciences,Geophys. Res. Lett. (2020),https://doi.org/10.1029/2019GL086178
/articles/d41586-020-00067-8,How 600-year-old ginkgo trees stay youthful,Plant sciences,Proc. Natl Acad. Sci. USA (2020),https://doi.org/10.1073/pnas.1916548117
/articles/d41586-020-00073-w,How hummingbirds garb themselves in rainbow hues,Evolution,Evolution (2020),https://doi.org/10.1111/evo.13893
/articles/d41586-020-00100-w,Gene helps cat-poo parasite to lie in wait in the body,Microbiology,Cell (2020),https://doi.org/10.1016/j.cell.2019.12.013
/articles/d41586-020-00098-1,The manicured wetland that sucks up more carbon than a natural marsh,Biogeochemistry,J. Geophys. Res. Biogeo. (2020),https://doi.org/10.1029/2019JG005222
/articles/d41586-020-00052-1,An iconic structure in London moonlights as a scientific tool,Physics,Rev. Sci. Instrum. (2020),https://doi.org/10.1063/1.5111325
/articles/d41586-020-00099-0,A bargain-rate satellite system could keep an eye on nearly all of Earth,Engineering,Nat. Commun. (2020),https://doi.org/10.1038/s41467-019-13865-0
/articles/d41586-020-00083-8,Good wolf! Wild canines play ball with people,Animal behaviour,iScience (2020),https://doi.org/10.1016/j.isci.2019.100811
/articles/d41586-020-00011-w,Cobra ‘venom-ome’ reveals deadly serpent’s secrets,Genomics,Nature Genet. (2020),https://doi.org/10.1038/s41588-019-0559-8
/articles/d41586-019-03966-7,A massive clean-up starts to heal China’s polluted waters ,Environmental sciences,Sci. Adv. (2020),https://doi.org/10.1126/sciadv.aau3798
/articles/d41586-020-00028-1,Playing with fire could turn the Amazon into a carbon source,Climate sciences,Sci. Adv. (2020),https://doi.org/10.1126/sciadv.aay1632
/articles/d41586-020-00029-0,Physics predicts how spaghetti curls as it’s boiled,Physics,Phys. Rev. E (2020),https://doi.org/10.1103/PhysRevE.101.013001
/articles/d41586-020-00027-2,More light than heat helps turn greenhouse gases into a valuable product,Chemistry,Nat. Energy (2020),https://doi.org/10.1038/s41560-019-0517-9
/articles/d41586-020-00019-2,Parrots give each other gifts without promise of reward,Animal behaviour,Curr. Biol. (2020),https://doi.org/10.1016/j.cub.2019.11.030
/articles/d41586-020-00042-3,Teenagers’ health is linked to how they view their families,Human behaviour,Proc. Natl Acad. Sci. USA (2020),https://doi.org/10.1073/pnas.1820845116
/articles/d41586-019-03930-5,Volcanic ash reveals historic eruption’s epic scale,Volcanology,Bull. Volcanol. (2019),https://doi.org/10.1007/s00445-019-1340-7
/articles/d41586-019-03886-6,Mini-factory churns out drug cheaply and at a furious pace,Chemistry,Chem. Commun. (2019),https://doi.org/10.1039/C9CC06945C
/articles/d41586-019-03885-7,Bridges in the sky help slow lorises keep to the trees,Conservation biology,Am. J. Primatol. (2019),https://doi.org/10.1002/ajp.23076
/articles/d41586-019-03929-y,"When Indian households gain electricity, one gender benefits more",Energy,Nature Sustain. (2019),https://doi.org/10.1038/s41893-019-0447-3
/articles/d41586-019-03883-9,Maya ruins named as ‘missing’ capital of the White Dog kingdom,Archaeology,J. Field Archaeol. (2019),https://doi.org/10.1080/00934690.2019.1684748
/articles/d41586-019-03965-8,Supercharged immune cells shrink tumours with RNA vaccine’s help,Cancer,Science (2020),https://doi.org/10.1126/science.aay5967
/articles/d41586-019-03964-9,Skipping alcohol is good for a heart that skips beats,Medical research,N. Engl. J. Med. (2019),https://doi.org/10.1056/NEJMoa1817591
/articles/d41586-019-03792-x,The secret agents that warn a threatened cell,Cell biology,Nature Metab. (2019),https://doi.org/10.1038/s42255-019-0150-8
/articles/d41586-019-03780-1,"On a model ancient raft, seafarers are up the current without a paddle",Archaeology,Antiquity (2019),https://doi.org/10.15184/aqy.2019.90
/articles/d41586-019-03805-9,"Homes, not hospitals, now host most US deaths",Health care,N. Engl. J. Med. (2019),https://doi.org/10.1056/NEJMc1911892
/articles/d41586-019-03806-8,The body electric: soft tissue makes electricity under stress,Biophysics,Phys. Rev. Lett. (2019),https://doi.org/10.1103/PhysRevLett.123.238101
/articles/d41586-019-03786-9,Moroccan cave reveals the vastness of the ‘Green Sahara’,Climate sciences,Geophys. Res. Lett. (2019),https://doi.org/10.1029/2019GL084879
/articles/d41586-019-03797-6,Why female orcas make killer grandmas,Zoology,Proc. Natl Acad. Sci. USA (2019),https://doi.org/10.1073/pnas.1903844116
/articles/d41586-019-03817-5,The mini-spacecraft that bounced across a foreign world,Planetary science,Astron. Astrophys. (2019),https://doi.org/10.1051/0004-6361/201936757
/articles/d41586-019-03742-7,Tiny pores trap a pollutant — and put it to good use,Materials science,Nature Chem. (2019),https://doi.org/10.1038/s41557-019-0356-0
/articles/d41586-019-03724-9,Climate change splits two penguin species into winners and losers,Animal behaviour,Proc. Natl Acad. Sci. USA (2019),https://doi.org/10.1073/pnas.1913093116
/articles/d41586-019-03723-w, Brain’s reward region helps to supply resilience in the face of stress,Neuroscience,J. Neurosci. (2019),https://doi.org/10.1523/JNEUROSCI.1802-19.2019
/articles/d41586-019-03722-x,The meandering rivers that speed across barren landscapes,Hydrology,Nature Geosci. (2019),https://doi.org/10.1038/s41561-019-0491-7
/articles/d41586-019-03779-8,A cancer that strikes small children is traced to the embryo,Cancer,Science (2019),https://doi.org/10.1126/science.aax1323
/articles/d41586-019-03725-8,‘Stomach-ache’ neurons rush to the rescue when bacteria invade,Immunology,Cell (2019),https://doi.org/10.1016/j.cell.2019.11.014
/articles/d41586-019-03740-9,Storing data at the speed of light,Optics and photonics,Sci. Adv. (2019),https://doi.org/10.1126/sciadv.aaw2687
/articles/d41586-019-03649-3,Gym sessions feeling futile? It might be your microbiome,Metabolism,Cell Metab. (2019),https://doi.org/10.1016/j.cmet.2019.11.001
/articles/d41586-019-03659-1,The tough dogs that helped people to settle a frozen land,Zoology,Proc. R. Soc. B. (2019),https://doi.org/10.1098/rspb.2019.1929
/articles/d41586-019-03655-5,Reptiles known as ‘living rocks’ show surprising cognitive powers,Animal behaviour,Anim. Cogn. (2019),https://doi.org/10.1007/s10071-019-01326-6
/articles/d41586-019-03668-0,Machine learning leads to speedy screening for drug-resistant microbes,Antibiotics,Nature Med. (2019),https://doi.org/10.1038/s41591-019-0650-9
/articles/d41586-019-03614-0,Why magic mushrooms turn dark blue when picked,Chemistry,Angew. Chem. Int. Edn (2019),https://doi.org/10.1002/anie.201910175
/articles/d41586-019-03608-y,A cosmic ‘blob’ reveals a neutron star that was missing for decades ,Astronomy and astrophysics,Astrophys. J. (2019),https://doi.org/10.3847/1538-4357/ab4b46
/articles/d41586-019-03623-z,Tsunami sands reveal massive quakes in Japan’s past,Geology,Quat. Sci. Rev. (2019),https://doi.org/10.1016/j.quascirev.2019.105999
/articles/d41586-019-03556-7,Buried children wore headgear made from other youngsters’ skulls,Archaeology,Lat. Am. Antiq. (2019),https://doi.org/10.1017/laq.2019.79
/articles/d41586-019-03589-y,A ‘bilingual’ molecule speaks both DNA and protein,Biochemistry,J. Am. Chem. Soc. (2019),https://doi.org/10.1021/jacs.9b09146
/articles/d41586-019-03575-4,From chaos to order: ‘microswimmers’ form a swarm,Physics,Phys. Rev. Lett. (2019),https://doi.org/10.1103/PhysRevLett.123.208002
/articles/d41586-019-03567-4,Vast musical database reveals common threads in songs around the world,Human behaviour,Science (2019),https://doi.org/10.1126/science.aax0868
/articles/d41586-019-03600-6,A near-hopeless childhood cancer succumbs to drug duo,Cancer,Sci. Transl. Med. (2019),https://doi.org/10.1126/scitranslmed.aaw0064
/articles/d41586-019-03562-9,Microbe that is ravaging Europe’s plants is traced to its birthplace,Microbiology,Appl. Environ. Microbiol. (2019),https://doi.org/10.1128/AEM.01521-19
/articles/d41586-019-03549-6,Pollutant’s accelerating emissions are an unwelcome surprise,Environmental sciences,Nature Clim. Change (2019),https://doi.org/10.1038/s41558-019-0613-7
/articles/d41586-019-03500-9,The meal plan that hinders the gut’s recovery from antibiotics ,Microbiome,Cell Host Microbe (2019),https://doi.org/10.1016/j.chom.2019.10.011
/articles/d41586-019-03441-3,Viscous water holds the secret to an ice skater’s smooth glide,Physics,Phys. Rev. X (2019),https://doi.org/10.1103/PhysRevX.9.041025
/articles/d41586-019-03450-2,‘Bubble wrap’ cushions a cell’s nucleus on the move,Cell biology,J. Cell Biol. (2019),https://doi.org/10.1083/jcb.201902046
/articles/d41586-019-03429-z,The most extreme rains of today are set to become more commonplace,Climate change,Sci. Rep. (2019),https://doi.org/10.1038/s41598-019-52277-4
/articles/d41586-019-03440-4,A lethal avalanche’s fury is captured in unprecedented detail,Geology,Geomorphology (2019),https://doi.org/10.1016/j.geomorph.2019.106933
/articles/d41586-019-03516-1,A spy plane’s declassified snapshots reveal an ancient city’s size,Archaeology,Iraq (2019),https://doi.org/10.1017/irq.2019.7
/articles/d41586-019-03473-9,"Move aside, plastic: 3D printing conquers glass",Materials science,Nature Mater. (2019),https://doi.org/10.1038/s41563-019-0525-y
/articles/d41586-019-03427-1,"A cancer spreads worldwide, thanks to global shipping",Infection,eLife (2019),https://doi.org/10.7554/eLife.47788
/articles/d41586-019-03399-2,Primordial gas cloud has thoroughly modern make-up,Astronomy and astrophysics,Astrophys. J. (2019),https://doi.org/10.3847/1538-4357/ab4129
/articles/d41586-019-03373-y,The animal that takes the crown for longest distance covered in one year,Animal behaviour,Sci. Rep. (2019),https://doi.org/10.1038/s41598-019-51884-5
/articles/d41586-019-03398-3,Rampaging weeds help to set the US landscape ablaze,Environmental sciences,Proc. Natl Acad. Sci. USA (2019),https://doi.org/10.1073/pnas.1908253116
/articles/d41586-019-03391-w,An epic earthquake’s backstory sends a warning,Solid Earth sciences,Bull. Seismol. Soc. Am. (2019),https://doi.org/10.1785/0120190043
/articles/d41586-019-03380-z,Sleep-deprived and anxious? This brain region helps to explain why,Brain,Nature Hum. Behav. (2019),https://doi.org/10.1038/s41562-019-0754-8
/articles/d41586-019-03393-8,The women who lack an odour-related brain area — and can still smell a rose,Neuroscience,Neuron (2019),https://doi.org/10.1016/j.neuron.2019.10.006
/articles/d41586-019-03346-1,Electric-car batteries recharge in ten minutes when the heat is on,Energy,Joule (2019),https://doi.org/10.1016/j.joule.2019.09.021
/articles/d41586-019-03260-6,Elusive cousins of graphene are captured in a golden ribbon,Chemistry,J. Am. Chem. Soc. (2019),https://doi.org/10.1021/jacs.9b08060
/articles/d41586-019-03333-6,Bourbon or Scotch? A droplet’s dynamics reveal the truth ,Fluid dynamics,Phys. Rev. Fluids (2019),https://doi.org/10.1103/PhysRevFluids.4.100511
/articles/d41586-019-03285-x,Pollution from US–China trade harms people up and down East Asia,Environmental sciences,Nature Sust. (2019),https://doi.org/10.1038/s41893-019-0414-z
/articles/d41586-019-03284-y,A crop that feeds billions freed from blight by CRISPR,CRISPR-Cas9 genome editing,Nature Biotechnol. (2019),https://doi.org/10.1038/s41587-019-0267-z
/articles/d41586-019-03286-w,Vampire bats make ‘friends’ — and keep them close,Animal behaviour,Curr. Biol. (2019),https://doi.org/10.1016/j.cub.2019.10.024
/articles/d41586-019-03344-3,A microscope can unmask a single atom’s magnetic properties,Atomic and molecular physics,Science (2019),https://doi.org/10.1126/science.aax8222
/articles/d41586-019-03221-z,Here come the lightning ‘megaflashes’,Atmospheric science,Bull. Am. Meteorol. Soc. (2019),https://doi.org/10.1175/BAMS-D-19-0033.1
/articles/d41586-019-03155-6,The giant toad that impersonates a deadly viper to fool predators,Zoology,J. Nat. Hist. (2019),https://doi.org/10.1080/00222933.2019.1669730
/articles/d41586-019-03210-2,Why some songs delight the human brain,Neuroscience,J. Neurosci. (2019),https://doi.org/10.1523/JNEUROSCI.0428-19.2019
/articles/d41586-019-03194-z,A bird’s ear-splitting shriek smashes the record for loudest song,Animal behaviour,Curr. Biol. (2019),https://doi.org/10.1016/j.cub.2019.09.028
/articles/d41586-019-03156-5,Humans are drying out Europe’s ancient peat bogs,Geography,Nature Geosci. (2019),https://doi.org/10.1038/s41561-019-0462-z
/articles/d41586-019-03220-0,Weaponized cells seek and destroy HIV lurking in the body,Cell biology,Cell (2019),https://doi.org/10.1016/j.cell.2019.10.002
/articles/d41586-019-03212-0,A ‘quantum knot’ unties itself,Physics,Phys. Rev. Lett. (2019),https://doi.org/10.1103/PhysRevLett.123.163003
/articles/d41586-019-03134-x,How to improve a huge super-resolution microscope: shrink it,Physics,Phys. Rev. Lett. (2019),https://doi.org/10.1103/PhysRevLett.123.150801
